"","Competitor index","Parameter","Era","Region","Posterior_Mean","Lower_2.5_CI","Lower_10_CI","Posterior_Median","Upper_90_CI","Upper_97.5_CI"
"15","pink_biomass_np","SST effect","All","Gulf of Alaska",0.290883158463953,0.00650921758586161,0.137590792273353,0.288624854277046,0.452282170668459,0.562566011391062
"16","pink_biomass_np","SST effect","All","Bering Sea",0.484596366884142,-0.0946725339218793,0.191871523368805,0.472699092925366,0.791910681844947,1.14097995029971
"17","pink_biomass_np","Competitor effect","All","West Coast",-0.0197074829004834,-0.262438431615458,-0.173754151703289,-0.0223375236138079,0.135303412976973,0.248869840790227
"18","pink_biomass_np","Competitor effect","All","Southeast Alaska",0.161951876126342,-0.026387505269211,0.0524367913676891,0.164464446926086,0.269382124493658,0.329445093964145
"19","pink_biomass_np","Competitor effect","All","Gulf of Alaska",0.0206744981588333,-0.194332031499236,-0.0942409430789769,0.0268493416723209,0.130607179477916,0.197503241475912
"20","pink_biomass_np","Competitor effect","All","Bering Sea",0.195938912117472,-0.658461873454815,-0.210433296442928,0.19479432941622,0.577921465058896,1.08100113308076
"21","pink_biomass_np","SST x Competitor effect","All","West Coast",-0.207028849394387,-0.324232763754485,-0.28434393691832,-0.206164892668124,-0.130032631078687,-0.0870523526646911
"22","pink_biomass_np","SST x Competitor effect","All","Southeast Alaska",-0.133908480210035,-0.242530355057718,-0.204115016293046,-0.134661473208475,-0.063948149817713,-0.021106682390064
"23","pink_biomass_np","SST x Competitor effect","All","Gulf of Alaska",-0.121791237707488,-0.310459511998228,-0.23618434199472,-0.123720461679107,-0.00542073372728127,0.0756569355972977
"24","pink_biomass_np","SST x Competitor effect","All","Bering Sea",-0.18643947781439,-0.72861223558196,-0.464943775463173,-0.200552419073113,0.114536094903914,0.466093141413917
"25","all_spp_biomass_np","SST effect","All","West Coast",-0.170893185745845,-0.304300126583034,-0.257613457452125,-0.171952893942247,-0.0823028441428803,-0.03522786200271
"26","all_spp_biomass_np","SST effect","All","Southeast Alaska",-0.0344922431535418,-0.241207653943446,-0.148459770840479,-0.0290697659169569,0.0744859427369718,0.143995407800408
"27","all_spp_biomass_np","SST effect","All","Gulf of Alaska",0.279734847036731,0.0358766586495615,0.138500057924705,0.27929249044047,0.421786255822941,0.527596388433867
"28","all_spp_biomass_np","SST effect","All","Bering Sea",0.504444275126108,-0.102519305116566,0.205537063578303,0.488613556864304,0.804051065735266,1.23710993798107
"29","all_spp_biomass_np","Competitor effect","All","West Coast",-0.0908552515632703,-0.282684694857028,-0.216685521991053,-0.0931150699487266,0.0373060116620161,0.119310620039535
"30","all_spp_biomass_np","Competitor effect","All","Southeast Alaska",0.173204288230293,-0.0655293071932373,0.0378917825610854,0.179555246850874,0.299522817388913,0.377112091257879
"31","all_spp_biomass_np","Competitor effect","All","Gulf of Alaska",0.0122503536583759,-0.241773919124986,-0.124455788144393,0.0176213010797165,0.146074487951563,0.24376209803089
"32","all_spp_biomass_np","Competitor effect","All","Bering Sea",0.126844845455958,-0.554301652316258,-0.200318697509388,0.118856883146088,0.449769853895379,0.836319218411738
"33","all_spp_biomass_np","SST x Competitor effect","All","West Coast",-0.241509167895443,-0.374804203387491,-0.323659686637507,-0.240707787809978,-0.160806767124627,-0.115393826151353
"34","all_spp_biomass_np","SST x Competitor effect","All","Southeast Alaska",-0.12132888763484,-0.225689096993547,-0.184507493374653,-0.120513771092011,-0.0579140846059843,-0.0184940328242913
"35","all_spp_biomass_np","SST x Competitor effect","All","Gulf of Alaska",-0.123620610089903,-0.310393662831039,-0.235005442759205,-0.121828520119636,-0.0146562770511759,0.0528697414940337
"36","all_spp_biomass_np","SST x Competitor effect","All","Bering Sea",-0.178136199934633,-0.719477234100546,-0.445212019411057,-0.190606582742403,0.102903749927291,0.416978717523094
