,stock.id,species,stock.name,lat,lon,ocean.basin,state,begin,end,n.years,max.spawners,max.recruits,source,url,comments,BC comments
202,202,Pink-Even,East Haida Gwaii-Pink-Even,52.66,131.29,WC,BC,1954,2012,30,1422436.506,2436253.378,NA,NA,,"considered “poor” overall spawner and harvest data quality, no data past 2012 brood year"
203,203,Pink-Odd,East Haida Gwaii-Pink-Odd,52.66,131.29,WC,BC,1955,2011,29,284211.8842,289976.9161,NA,NA,,"considered “poor” overall spawner and harvest data quality, no data past 2012 brood year"
204,204,Pink-Even,West Haida Gwaii-Pink-Even,52.6,132.09,WC,BC,1954,2012,30,665685.0031,1204238.259,NA,NA,,"considered “poor” overall spawner and harvest data quality, no data past 2012 brood year"
205,205,Pink-Even,Hecate Lowlands-Pink-Even,52.45,129.1,WC,BC,1954,2018,33,1397904.068,4919482.592,NA,NA,,"considered “fair” overall spawner and harvest data quality, I think we should include"
206,206,Pink-Even,Hecate Strait-Fjords (even)-Pink-Even,52.45,129.1,WC,BC,1954,2018,33,10716161.57,32855873.49,NA,NA,,
207,207,Pink-Even,Nass-Skeena Estuary (even)-Pink-Even,54.09,130.21,WC,BC,1954,2018,33,3624384.153,18782678.19,NA,NA,,
208,208,Pink-Even,Middle-Upper Skeena (even)-Pink-Even,54.09,130.21,WC,BC,1954,2018,33,1593104.759,2834631.42,NA,NA,,
209,209,Pink-Even,North Haida Gwaii-Pink-Even,54.09,132.14,WC,BC,1954,2018,30,4417163.744,4925890.744,NA,NA,,"considered “poor” overall spawner and harvest data quality, no data past 2012 brood year"
210,210,Pink-Odd,Hecate Strait-Lowlands-Pink-Odd,52.45,129.1,WC,BC,1955,2019,33,1948209.547,2296726.5,NA,NA,,"considered “fair” overall spawner and harvest data quality, I think we should include"
211,211,Pink-Odd,Hecate Strait-Fjords (odd)-Pink-Odd,52.45,129.1,WC,BC,1955,2019,33,6315996.61,8376430.179,NA,NA,,
212,212,Pink-Odd,Nass-Skeena Estuary (odd)-Pink-Odd,54.09,130.21,WC,BC,1955,2019,33,847286.4997,4070629.561,NA,NA,,
213,213,Pink-Odd,Middle-Upper Skeena (odd)-Pink-Odd,54.09,130.21,WC,BC,1955,2013,30,3668050.01,4455502.931,NA,NA,,
214,214,Pink-Odd,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean-Pink-Odd,51.44111597,127.78,WC,BC,1955,2019,31,5381235.79,5470373.489,NA,NA,,"considered “poor” overall spawner and harvest data quality,"
215,215,Pink-Even,Georgia Strait (even)-Pink-Even,49.80573928,124.0410067,WC,BC,1954,2014,31,2089904,2330604,NA,NA,,
216,216,Pink-Even,Southern Fjords (even)-Pink-Even,50.88,126.61,WC,BC,1954,2014,31,5365526,5905014,NA,NA,,
217,217,Pink-Odd,Georgia Strait (odd)-Pink-Odd,49.80573928,124.0410067,WC,BC,1957,2013,29,3485946,4429012,NA,NA,,
